Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Yadav, M.V., Baudha, S.","57205511476; 56288785300","A Miniaturized Printed Antenna with Extended Circular Patch and Partial Ground Plane for UWB Applications",2021,"Wireless Personal Communications",116,"1",,311,323,,,10.1007/s11277-020-07716-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089377164&partnerID=40&md5=a2f08ed28e5ef4112dd97b57b562a9bb",Article,Final,,Scopus,2-s2.0-85089377164
"Karasu, N., Sexton, T.","57218528615; 22952020700","4c-seq: Interrogating chromatin looping with circular chromosome conformation capture",2021,"Methods in Molecular Biology",2157,"",,19,34,,,10.1007/978-1-0716-0664-3_3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090275570&partnerID=40&md5=eb389b1af5273d4fa58349bfa5cc9573",Book Chapter,Final,,Scopus,2-s2.0-85090275570
"Patwa, N., Sivarajah, U., Seetharaman, A., Sarkar, S., Maiti, K., Hingorani, K.","56845655000; 56202054300; 12752749500; 57217070321; 57217067386; 57217067134","Towards a circular economy: An emerging economies context",2021,"Journal of Business Research",122,"",,725,735,,5,10.1016/j.jbusres.2020.05.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086043901&partnerID=40&md5=161c78e30bf6ccdb597c49235cf7d2be",Article,Final,Open Access,Scopus,2-s2.0-85086043901
"Gavrila Gavrila, S., de Lucas Ancillo, A.","57219377689; 57219393519","Spanish SMEs’ digitalization enablers: E-Receipt applications to the offline retail market",2021,"Technological Forecasting and Social Change",162,"", 120381,,,,,10.1016/j.techfore.2020.120381,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092521558&partnerID=40&md5=727e3277e85e6e4ec94baf1486f92d9a",Article,Final,,Scopus,2-s2.0-85092521558
"Woodard, R.","7004557187","Waste Management in Small and Medium Enterprises (SMEs): Compliance with Duty of Care and implications for the Circular Economy",2021,"Journal of Cleaner Production",278,"", 123770,,,,2,10.1016/j.jclepro.2020.123770,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090576761&partnerID=40&md5=5dbcd0c5b87033f0e6f7a85ca3fd9320",Article,Final,,Scopus,2-s2.0-85090576761
"Gasde, J., Woidasky, J., Moesslein, J., Lang-Koetz, C.","57203174089; 11940960100; 57215598495; 25641283400","Plastics recycling with tracer-based-sorting: Challenges of a potential radical technology",2021,"Sustainability (Switzerland)",13,"1", 258,1,16,,,10.3390/su13010258,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098869281&partnerID=40&md5=30c58e9cbc92fa2dd0fbfcc9550917b1",Article,Final,Open Access,Scopus,2-s2.0-85098869281
"Tatomer, D.C., Liang, D., Wilusz, J.E.","55915793200; 56389146700; 10041688800","RNAi Screening to Identify Factors That Control Circular RNA Localization",2021,"Methods in Molecular Biology",2209,"",,321,332,,,10.1007/978-1-0716-0935-4_20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096354081&partnerID=40&md5=ef6791913d9e67f9be99e39e0557fd82",Book Chapter,Final,,Scopus,2-s2.0-85096354081
"Keivanpour, S.","56126000000","A Fuzzy Strategy Analysis Simulator for Exploring the Potential of Industry 4.0 in End of Life Aircraft Recycling",2021,"Advances in Intelligent Systems and Computing",1197 AISC,"",,797,806,,,10.1007/978-3-030-51156-2_92,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088743700&partnerID=40&md5=569a1cf43a412857db8b25c787567779",Conference Paper,Final,,Scopus,2-s2.0-85088743700
"Yousefi, F., Soltani, B.M.","56997067300; 55985029300","Circular RNAs as potential theranostics in the cardiac fibrosis",2021,"Heart Failure Reviews",26,"1",,195,203,,1,10.1007/s10741-019-09908-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077629128&partnerID=40&md5=62ae3481ac414511255480f90cad1995",Review,Final,,Scopus,2-s2.0-85077629128
"Braakman, L., Bhochhibhoya, S., de Graaf, R.","57218826196; 36514162300; 36117513200","Exploring the relationship between the level of circularity and the life cycle costs of a one-family house",2021,"Resources, Conservation and Recycling",164,"", 105149,,,,,10.1016/j.resconrec.2020.105149,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090340010&partnerID=40&md5=b8b1a1438ebd008c78b24ec191cd0086",Article,Final,Open Access,Scopus,2-s2.0-85090340010
"van Capelleveen, G., Amrit, C., Zijm, H., Yazan, D.M., Abdi, A.","55825057600; 23488128600; 56436800700; 35115911100; 56545316700","Toward building recommender systems for the circular economy: Exploring the perils of the European Waste Catalogue",2021,"Journal of Environmental Management",277,"", 111430,,,,1,10.1016/j.jenvman.2020.111430,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092650465&partnerID=40&md5=2e8680344e910b9dfdfa8339a218b323",Article,Final,Open Access,Scopus,2-s2.0-85092650465
"Fadeeva, Z., Van Berkel, R.","57220232588; 6701596401","‘Unlocking circular economy for prevention of marine plastic pollution: An exploration of G20 policy and initiatives’",2021,"Journal of Environmental Management",277,"", 111457,,,,,10.1016/j.jenvman.2020.111457,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092224968&partnerID=40&md5=a3d13a79bb3645466166c7c648af7aa0",Review,Final,,Scopus,2-s2.0-85092224968
"Chin, T., Xiong, K., Blasch, E.","56926134200; 7006150919; 7003503895","CRAMStrack: Enhanced Nonlinear RSSI Tracking by Using Circular Multi-Sectors",2021,"Journal of Signal Processing Systems",93,"1",,79,97,,,10.1007/s11265-020-01516-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086790959&partnerID=40&md5=281ec70feda42b995ca71b16bd0814f6",Article,Final,,Scopus,2-s2.0-85086790959
"Martin, M., Herlaar, S.","56637408900; 57220741373","Environmental and social performance of valorizing waste wool for sweater production",2021,"Sustainable Production and Consumption",25,"",,425,438,,,10.1016/j.spc.2020.11.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097532485&partnerID=40&md5=1ee66c590f1585154fed1079f68934b7",Article,Final,Open Access,Scopus,2-s2.0-85097532485
"Cervera, A., de la Peña, M.","7004068128; 57196804156","Cloning and detection of genomic retrozymes and their circRNA intermediates",2021,"Methods in Molecular Biology",2167,"",,27,44,,,10.1007/978-1-0716-0716-9_3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090257431&partnerID=40&md5=61aca7df5cec18bc27d4e0bef2664bd5",Book Chapter,Final,,Scopus,2-s2.0-85090257431
"Burgess, M., Holmes, H., Sharmina, M., Shaver, M.P.","57219271000; 55792245500; 55216575400; 7003550388","The future of UK plastics recycling: One Bin to Rule Them All",2021,"Resources, Conservation and Recycling",164,"", 105191,,,,,10.1016/j.resconrec.2020.105191,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091978279&partnerID=40&md5=6b236a9e7b0456ff022d7f14ef801ae3",Article,Final,Open Access,Scopus,2-s2.0-85091978279
"Aurisicchio, M., Van Der Laan, A.Z., Tennant, M.","6508235000; 57219902358; 7006032282","Material-service systems for sustainable resource management",2021,"Sustainable Production, Life Cycle Engineering and Management",,"",,89,101,,,10.1007/978-981-15-6779-7_7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096006560&partnerID=40&md5=8106665450bd4f42525ea3f683d98a41",Book Chapter,Final,,Scopus,2-s2.0-85096006560
"Kuznetsova, I., Rackham, O., Filipovska, A.","57195201995; 10243028300; 19337171100","Investigating Mitochondrial Transcriptomes and RNA Processing Using Circular RNA Sequencing",2021,"Methods in Molecular Biology",2192,"",,43,57,,,10.1007/978-1-0716-0834-0_4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096737929&partnerID=40&md5=cdc851dfda50d144364f4de91add1aee",Book Chapter,Final,,Scopus,2-s2.0-85096737929
"Shi, L., Liu, J., Wang, Y., Chiu, A.","57214748571; 56242905600; 35207058700; 57215070441","Cleaner production progress in developing and transition countries",2021,"Journal of Cleaner Production",278,"", 123763,,,,1,10.1016/j.jclepro.2020.123763,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090405326&partnerID=40&md5=7aef0b72a7d1866448566451ff06a039",Editorial,Final,,Scopus,2-s2.0-85090405326
"Nelaturi, S.","57194614050","ENGTL based antenna for Wi-Fi and 5G",2021,"Analog Integrated Circuits and Signal Processing",,"",,,,,,10.1007/s10470-020-01766-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098493420&partnerID=40&md5=f27a4bd036fe33c59f1c4118d9a7a4c8",Article,Article in Press,,Scopus,2-s2.0-85098493420
"Chhipa, M.K., Madhav, B.T.P., Suthar, B.","56395530500; 36135595500; 35753839200","An all-optical ultracompact microring-resonator-based optical switch",2021,"Journal of Computational Electronics",,"",,,,,,10.1007/s10825-020-01628-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098563665&partnerID=40&md5=bdf71e310974de1cbd3e11b1a0d51e80",Article,Article in Press,,Scopus,2-s2.0-85098563665
"Zhou, Y., Park, S.","57221261492; 14037885300","The regional determinants of the new venture formation in china’s car‐sharing economy",2021,"Sustainability (Switzerland)",13,"1", 74,1,22,,,10.3390/su13010074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098619481&partnerID=40&md5=9524b728c8d176eec4eaf7ecfce5ad5d",Article,Final,Open Access,Scopus,2-s2.0-85098619481
"Kassa-Baghdouche, L.","44861519700","Gas sensing performance of high-Q photonic crystal nanocavities based on a silicon-on-insulator platform",2021,"Optical and Quantum Electronics",53,"1", 33,,,,,10.1007/s11082-020-02660-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098522890&partnerID=40&md5=7a89a886ddaf53dcae19ee2f9d298ee4",Article,Final,,Scopus,2-s2.0-85098522890
"Wien, F., Geinguenaud, F., Grange, W., Arluison, V.","6602710953; 6508099611; 57214635415; 6603309477","SRCD and FTIR Spectroscopies to Monitor Protein-Induced Nucleic Acid Remodeling",2021,"Methods in Molecular Biology",2209,"",,87,108,,,10.1007/978-1-0716-0935-4_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096362089&partnerID=40&md5=d1ea4fb60cddde937ddc9ddd53b7356c",Book Chapter,Final,,Scopus,2-s2.0-85096362089
"Koteswara Rao Devana, V.N., Maheswara Rao, A.","57221199253; 55315289500","A compact fractal dual high frequency band notched UWB antenna with a novel SC-DGS",2021,"Analog Integrated Circuits and Signal Processing",,"",,,,,,10.1007/s10470-020-01774-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098526304&partnerID=40&md5=c1c49a7d27ce9e66051403ee13bdcfc5",Article,Article in Press,,Scopus,2-s2.0-85098526304
"Mota, R.C.L., de Moura, E.G.H., de Moura, D.T.H., Bernardo, W.M., de Moura, E.T.H., Brunaldi, V.O., Sakai, P., Thompson, C.C.","57204952656; 7004323895; 55295313500; 6507335779; 55295394300; 57193504911; 7004299861; 8577566200","Risk factors for gastroesophageal reflux after POEM for achalasia: a systematic review and meta-analysis",2021,"Surgical Endoscopy",35,"1",,383,397,,2,10.1007/s00464-020-07412-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083357737&partnerID=40&md5=93368632f469102c3f4fec5ce1d2527b",Article,Final,,Scopus,2-s2.0-85083357737
"Uhler, J.P., Falkenberg, M.","6508344749; 7007180284","In Vitro Analysis of mtDNA Replication",2021,"Methods in Molecular Biology",2192,"",,1,20,,,10.1007/978-1-0716-0834-0_1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096726574&partnerID=40&md5=474e7cd13910929875a9e587790718ae",Book Chapter,Final,,Scopus,2-s2.0-85096726574
"Mahendran, K.R.","26538936300","Building synthetic transmembrane peptide pores",2021,"Methods in Molecular Biology",2186,"",,19,32,,,10.1007/978-1-0716-0806-7_3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090917551&partnerID=40&md5=e7227631c55464ffaf6de55f8a0c3e2e",Book Chapter,Final,,Scopus,2-s2.0-85090917551
"Guo, S., Chen, G., Wen, J., Liu, S., Qu, J., He, W., Song, L., Zheng, B.","54996101700; 57221206074; 12762844500; 57215852780; 57215854556; 57193646557; 57215851856; 57206888831","In-situ intercalation polymerization synthesis and electromagnetic wave absorption property of graphene/PANI/CuO ternary composites",2021,"Journal of Materials Science: Materials in Electronics",,"",,,,,,10.1007/s10854-020-05093-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098508795&partnerID=40&md5=aea231f7fd7991235f56dd01cdfb2515",Article,Article in Press,,Scopus,2-s2.0-85098508795
"Kneppers, B.R., Laruccia, M.B.","57219916585; 57200603603","NetPlus: Achieving a net positive impact plastic",2021,"International Journal of Social Ecology and Sustainable Development",12,"1",,12,20,,,10.4018/IJSESD.2021010102,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096075674&partnerID=40&md5=61f071244e81ce6e707ca47ed9061cda",Article,Final,,Scopus,2-s2.0-85096075674
"Sheikh, T.A., Bora, J., Hussain, M.A.","57190070445; 56278482600; 35737149600","Performance of Data-Rate Analysis of Massive MIMO System Using User Grouping",2021,"Wireless Personal Communications",116,"1",,455,474,,,10.1007/s11277-020-07723-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089247347&partnerID=40&md5=368a36b5dd75b60703884b3896c746b7",Article,Final,,Scopus,2-s2.0-85089247347
"Wang, A., Gounaris, C.E.","57201184206; 15061338600","On tackling reverse convex constraints for non-overlapping of unequal circles",2021,"Journal of Global Optimization",,"",,,,,,10.1007/s10898-020-00976-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098562209&partnerID=40&md5=5b29b49335469f9102ce17e10fec4843",Article,Article in Press,,Scopus,2-s2.0-85098562209
"Jimenez, C., Amaya, I., Correa, R.","57203819690; 57220386566; 26649756700","Hybrid Thermal Treatment Based on Microwaves and Heating Resistance for Composite Materials",2021,"International Journal of Thermophysics",42,"1", 15,,,,,10.1007/s10765-020-02767-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096346015&partnerID=40&md5=073f27ebde0e6cf65550e8c20cacbbfa",Article,Final,,Scopus,2-s2.0-85096346015
"Benmerkhi, A., Bounouioua, A., Bouchemat, M., Bouchemat, T.","36934064700; 57221315677; 6506896506; 57188643898","Analysis of a photonic crystal temperature sensor based on Z-shaped ring resonator",2021,"Optical and Quantum Electronics",53,"1", 41,,,,,10.1007/s11082-020-02730-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098783658&partnerID=40&md5=d29861aecf95dc4eeaab104ce0af78d5",Article,Final,,Scopus,2-s2.0-85098783658
"Khan, R.B., Varela, L., Cowell, A.R., Goult, B.T.","57212684417; 57219387476; 57191256535; 15048034700","Biochemical Characterization of the Integrin Interactome",2021,"Methods in Molecular Biology",2217,"",,115,147,,,10.1007/978-1-0716-0962-0_9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096459161&partnerID=40&md5=a039ba0dee968550da7b6289fdf1910c",Book Chapter,Final,,Scopus,2-s2.0-85096459161
"Ma, M., Qiao, L., Yu, H., Chen, S., Shi, Y., He, H., Wang, X.","56329352600; 57212496177; 57221219234; 57221222312; 36661467600; 57221230334; 57194443392","Lightweight and high-strength GMT/PEFP/GNP composites with absorb-dominated electromagnetic interference shielding property",2021,"Journal of Materials Science: Materials in Electronics",,"",,,,,,10.1007/s10854-020-04970-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098554833&partnerID=40&md5=add8b3ac6ffa4421433972d36b7cbb82",Article,Article in Press,,Scopus,2-s2.0-85098554833
"Fan, H., Yao, Z., Zhou, J., Yi, P., Wei, B., Lei, L., Mao, Y.","57216949638; 57209959477; 52165025300; 57218876571; 57208555118; 57218420746; 57218419499","Enhanced microwave absorption of epoxy composite by constructing 3D Co–C–MWCNTs derived from metal organic frameworks",2021,"Journal of Materials Science",56,"2",,1426,1442,,,10.1007/s10853-020-05365-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091728653&partnerID=40&md5=36c92c76782367c3a13bcad8d0c88cc2",Article,Final,,Scopus,2-s2.0-85091728653
"Jiang, H., Dai, J., Zhang, C., Sun, H., Tang, X.","57191866108; 57221269787; 57221257368; 56413260800; 56413373300","Circ_0045714 alleviates TNF-α-induced chondrocyte injury and extracellular matrix degradation through miR-218-5p/HRAS axis",2021,"Journal of Bioenergetics and Biomembranes",,"",,,,,,10.1007/s10863-020-09868-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098669831&partnerID=40&md5=0170caebc00993d09f540d40e8a96e83",Article,Article in Press,,Scopus,2-s2.0-85098669831
"Tabaru, T.E., Hayber, Ş.E.","57191501837; 57200590698","Analyzing the effect of dynamic properties of materials and operating medium on sensor parameters to increase the performance of diaphragm-based static/dynamic pressure sensors",2021,"Journal of Computational Electronics",,"",,,,,,10.1007/s10825-020-01633-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098520235&partnerID=40&md5=d42b05076fb7e5c2f804fd60da1f2269",Article,Article in Press,,Scopus,2-s2.0-85098520235
